time,gaikei_value,naikei_value,okuri_velocity,hiki_velocity,H1PV,H2PV,H3PV,H4-1PV,H4-2PV,H4-3PV,H4-4PV,H5PV,H6PV,H7PV,H1MV,H2MV,H3MV,H4-1MV,H4-2MV,H4-3MV,H4-4MV,H5MV,H6MV,H7MV,roshinkann_PV1,roshinkann_PV2,roshinkann_PV3,roshinkann_PV4,roshinkann_PV5,roshinkann_PV6,roshinkann_PV7,roshinkann_PV8,roshinkann_PV9,roshinkann_PV10
2022-02-14 18:14:01,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.6,725.2,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.7,786.3,745.8
2022-02-14 18:14:02,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.9,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:03,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.5,892.6,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:04,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.6,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:05,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:14:06,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.3,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:07,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:08,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.8
2022-02-14 18:14:09,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.3,755.5,725.1,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.2,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:14:10,1.801,0.0,0.0,0.0,742.9,780.7,827.0,882.4,898.8,899.5,887.6,822.2,755.5,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:14:11,1.801,0.0,0.0,0.0,742.9,780.7,827.0,882.4,898.8,899.5,887.6,822.2,755.4,725.1,26.8,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.7
2022-02-14 18:14:12,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.6,786.3,745.6
2022-02-14 18:14:13,1.8,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.4,892.5,890.4,891.7,835.5,786.3,745.6
2022-02-14 18:14:14,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.4,898.8,899.5,887.6,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,743.9,791.7,841.1,894.3,892.5,890.4,891.7,835.5,786.3,745.6
2022-02-14 18:14:15,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.4,898.8,899.5,887.6,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.5,890.4,891.7,835.6,786.3,745.6
2022-02-14 18:14:16,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.4,898.8,899.5,887.7,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.5,890.4,891.7,835.5,786.3,745.6
2022-02-14 18:14:17,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.4,898.8,899.5,887.7,822.2,755.4,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.5,890.4,891.7,835.5,786.3,745.5
2022-02-14 18:14:18,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.4,898.8,899.5,887.7,822.1,755.3,725.0,26.9,23.0,22.4,26.6,26.1,26.4,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.4,890.4,891.7,835.5,786.3,745.5
2022-02-14 18:14:19,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.5,898.7,899.6,887.7,822.1,755.3,725.0,26.9,23.0,22.4,26.6,26.1,26.3,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.4,890.4,891.7,835.5,786.3,745.5
2022-02-14 18:14:20,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.5,898.7,899.6,887.7,822.1,755.3,724.9,26.9,23.0,22.4,26.6,26.1,26.3,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.4,890.4,891.7,835.5,786.3,745.5
2022-02-14 18:14:21,1.801,0.0,0.0,0.0,742.8,780.7,826.9,882.5,898.7,899.6,887.7,822.1,755.3,724.9,26.9,23.0,22.4,26.6,26.1,26.3,26.0,22.3,23.2,30.5,743.9,791.7,841.0,894.3,892.4,890.4,891.7,835.5,786.3,745.5
2022-02-14 18:14:22,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.5,898.8,899.6,887.7,822.1,755.3,724.9,26.9,23.0,22.4,26.6,26.1,26.3,26.0,22.3,23.2,30.5,743.9,791.6,841.0,894.3,892.4,890.4,891.7,835.5,786.3,745.4
2022-02-14 18:14:23,1.801,0.0,0.0,0.0,742.8,780.7,827.0,882.5,898.8,899.6,887.6,822.1,755.3,724.9,26.9,23.0,22.4,26.6,26.1,26.3,26.0,22.3,23.2,30.5,744.0,791.6,841.1,894.3,892.4,890.4,891.7,835.5,786.3,745.4
